"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"29/01/2024";"2000";"24,5";"25,4";"23,3";"79,0";"85,0";"76,0";"20,6";"21,8";"20,1";"948,4";"948,5";"948,2";"0,4";"196,0";"2,3";"1036,10";"0,0"
"29/01/2024";"2100";"23,3";"24,6";"23,3";"88,0";"88,0";"79,0";"21,2";"21,2";"20,5";"947,8";"948,4";"947,8";"1,2";"175,0";"2,4";"119,50";"0,0"
"29/01/2024";"2200";"22,6";"23,3";"22,5";"91,0";"91,0";"88,0";"21,0";"21,2";"20,9";"947,7";"947,8";"947,6";"1,7";"165,0";"3,2";"27,70";"0,0"
"29/01/2024";"2300";"22,3";"22,6";"22,3";"90,0";"91,0";"90,0";"20,6";"21,0";"20,6";"948,1";"948,1";"947,7";"1,7";"164,0";"3,1";"";"0,0"
"30/01/2024";"0000";"21,8";"22,3";"21,7";"90,0";"91,0";"90,0";"20,0";"20,5";"20,0";"949,2";"949,2";"948,1";"1,7";"166,0";"3,1";"";"0,0"
"30/01/2024";"0100";"21,3";"21,8";"21,3";"96,0";"96,0";"90,0";"20,6";"20,6";"19,9";"949,6";"949,7";"949,2";"1,6";"168,0";"2,6";"";"0,0"
"30/01/2024";"0200";"20,9";"21,3";"20,9";"96,0";"96,0";"92,0";"20,2";"20,7";"19,8";"949,7";"950,0";"949,6";"1,2";"175,0";"2,4";"";"0,0"
"30/01/2024";"0300";"20,6";"21,0";"20,6";"";"100,0";"96,0";"";"20,8";"20,3";"949,5";"949,7";"949,4";"0,9";"185,0";"2,1";"";"0,0"
"30/01/2024";"0400";"20,0";"20,6";"20,0";"";"100,0";"98,0";"";"20,6";"20,1";"948,8";"949,5";"948,8";"0,8";"185,0";"1,7";"";"0,0"
"30/01/2024";"0500";"19,9";"20,3";"19,5";"";"";"";"";"";"";"948,4";"948,8";"948,4";"1,2";"179,0";"2,2";"";"0,0"
"30/01/2024";"0600";"19,4";"19,9";"19,1";"";"";"";"";"";"";"948,2";"948,4";"948,2";"1,1";"180,0";"2,0";"";"0,0"
"30/01/2024";"0700";"18,7";"19,3";"18,7";"";"";"";"";"";"";"948,2";"948,2";"948,1";"1,5";"169,0";"2,4";"";"0,0"
"30/01/2024";"0800";"18,2";"18,8";"18,2";"";"";"";"";"";"";"948,4";"948,4";"948,2";"1,4";"173,0";"2,6";"";"0,0"
"30/01/2024";"0900";"18,2";"18,2";"18,0";"";"";"";"";"";"";"949,0";"949,0";"948,4";"1,2";"177,0";"2,8";"42,50";"0,0"
"30/01/2024";"1000";"19,2";"19,3";"18,2";"";"";"";"";"";"";"949,4";"949,4";"949,0";"1,3";"176,0";"2,2";"436,40";"0,2"
"30/01/2024";"1100";"22,7";"22,7";"19,2";"";"";"";"";"";"";"949,8";"949,8";"949,4";"1,3";"177,0";"2,6";"1431,90";"0,0"
"30/01/2024";"1200";"26,2";"26,2";"22,7";"80,0";"";"";"22,6";"";"";"950,0";"950,0";"949,8";"0,4";"198,0";"2,6";"2266,20";"0,0"
"30/01/2024";"1300";"28,8";"28,9";"26,1";"58,0";"81,0";"58,0";"19,6";"23,0";"19,6";"949,9";"950,0";"949,9";"0,7";"199,0";"2,3";"2985,70";"0,0"
"30/01/2024";"1400";"30,5";"30,6";"28,6";"39,0";"62,0";"37,0";"15,1";"21,2";"14,3";"949,6";"949,9";"949,6";"1,9";"239,0";"4,4";"3362,10";"0,0"
"30/01/2024";"1500";"32,0";"32,0";"30,4";"38,0";"46,0";"34,0";"15,8";"17,8";"14,0";"949,0";"949,6";"949,0";"1,8";"242,0";"5,2";"3891,60";"0,0"
"30/01/2024";"1600";"31,5";"32,4";"30,6";"43,0";"44,0";"33,0";"17,5";"17,8";"13,0";"948,6";"949,0";"948,6";"4,4";"311,0";"8,1";"2898,10";"0,0"
"30/01/2024";"1700";"31,6";"32,3";"30,5";"40,0";"43,0";"33,0";"16,2";"17,5";"14,0";"948,0";"948,6";"948,0";"2,7";"269,0";"8,1";"2744,00";"0,0"
"30/01/2024";"1800";"32,7";"32,7";"31,0";"33,0";"40,0";"29,0";"14,1";"16,5";"12,1";"947,4";"948,0";"947,4";"3,3";"304,0";"7,3";"3028,20";"0,0"
"30/01/2024";"1900";"31,8";"32,7";"31,0";"33,0";"37,0";"30,0";"13,8";"15,0";"12,6";"946,8";"947,4";"946,8";"2,5";"280,0";"6,7";"1921,60";"0,0"
"30/01/2024";"2000";"30,5";"32,5";"30,5";"34,0";"38,0";"28,0";"12,7";"15,4";"11,4";"946,6";"946,8";"946,6";"2,8";"250,0";"7,2";"1336,30";"0,0"
"30/01/2024";"2100";"29,0";"30,8";"29,0";"44,0";"44,0";"33,0";"15,4";"15,5";"12,2";"946,7";"946,7";"946,4";"1,1";"205,0";"4,3";"447,90";"0,0"
"30/01/2024";"2200";"27,9";"29,0";"27,7";"55,0";"55,0";"44,0";"18,0";"18,0";"15,4";"947,0";"947,0";"946,6";"0,9";"210,0";"2,2";"54,80";"0,0"
"30/01/2024";"2300";"25,9";"27,9";"25,9";"67,0";"67,0";"55,0";"19,2";"19,3";"17,9";"947,7";"947,7";"947,0";"1,4";"172,0";"2,3";"";"0,0"
"31/01/2024";"0000";"25,3";"26,0";"25,3";"68,0";"70,0";"65,0";"19,1";"19,6";"18,8";"948,3";"948,3";"947,7";"1,7";"162,0";"2,9";"";"0,0"
"31/01/2024";"0100";"23,8";"25,3";"23,8";"82,0";"82,0";"68,0";"20,4";"20,4";"18,8";"948,9";"948,9";"948,3";"1,3";"176,0";"2,4";"";"0,0"
"31/01/2024";"0200";"23,1";"24,4";"23,1";"84,0";"88,0";"71,0";"20,3";"21,0";"18,8";"948,6";"948,9";"948,6";"2,0";"152,0";"3,2";"";"0,0"
"31/01/2024";"0300";"22,9";"23,1";"22,6";"89,0";"89,0";"83,0";"21,0";"21,0";"19,9";"948,2";"948,6";"948,2";"1,7";"166,0";"3,2";"";"0,0"
"31/01/2024";"0400";"21,5";"22,9";"21,5";"100,0";"100,0";"88,0";"21,5";"21,5";"20,5";"947,9";"948,2";"947,9";"1,9";"156,0";"3,1";"";"0,0"
"31/01/2024";"0500";"21,8";"21,8";"21,4";"";"";"";"";"";"";"947,8";"948,0";"947,8";"1,1";"182,0";"3,6";"";"0,0"
"31/01/2024";"0600";"21,5";"21,8";"21,5";"96,0";"100,0";"96,0";"20,9";"21,8";"20,9";"947,9";"948,1";"947,8";"1,5";"169,0";"2,3";"";"0,0"
"31/01/2024";"0700";"21,4";"21,5";"21,3";"91,0";"98,0";"91,0";"19,9";"21,0";"19,9";"947,9";"947,9";"947,7";"2,0";"151,0";"4,1";"";"0,0"
"31/01/2024";"0800";"21,3";"21,6";"21,2";"92,0";"93,0";"90,0";"20,0";"20,3";"19,7";"948,2";"948,3";"947,9";"1,9";"154,0";"3,2";"";"0,0"
"31/01/2024";"0900";"21,1";"21,3";"21,1";"92,0";"92,0";"90,0";"19,8";"19,9";"19,6";"948,9";"948,9";"948,2";"2,1";"149,0";"3,3";"26,00";"0,0"
"31/01/2024";"1000";"22,2";"22,2";"21,1";"87,0";"94,0";"87,0";"19,8";"20,3";"19,8";"949,5";"949,5";"948,9";"0,9";"183,0";"3,0";"327,60";"0,0"
"31/01/2024";"1100";"23,7";"23,7";"22,2";"79,0";"87,0";"79,0";"19,8";"20,1";"19,6";"950,0";"950,0";"949,5";"1,7";"158,0";"3,3";"761,90";"0,0"
"31/01/2024";"1200";"25,7";"25,8";"23,7";"70,0";"79,0";"70,0";"19,8";"20,8";"19,5";"950,4";"950,4";"950,0";"0,9";"183,0";"3,3";"1296,80";"0,0"
"31/01/2024";"1300";"27,6";"27,7";"25,7";"61,0";"72,0";"61,0";"19,5";"21,1";"19,3";"950,5";"950,5";"950,4";"1,3";"218,0";"2,5";"1793,40";"0,0"
"31/01/2024";"1400";"29,6";"30,0";"27,6";"46,0";"62,0";"44,0";"16,7";"20,2";"16,4";"950,3";"950,5";"950,3";"1,3";"206,0";"3,2";"2748,40";"0,0"
"31/01/2024";"1500";"32,1";"32,1";"29,5";"40,0";"51,0";"39,0";"17,0";"19,2";"16,0";"949,6";"950,3";"949,6";"0,7";"195,0";"3,0";"3787,40";"0,0"
"31/01/2024";"1600";"32,0";"32,6";"31,4";"37,0";"43,0";"32,0";"15,3";"17,8";"13,1";"948,1";"949,6";"948,1";"2,4";"206,0";"5,4";"3697,70";"0,0"
"31/01/2024";"1700";"31,6";"33,5";"31,5";"34,0";"38,0";"30,0";"13,7";"16,8";"13,1";"947,9";"948,1";"947,6";"1,0";"198,0";"4,5";"2711,90";"0,0"
"31/01/2024";"1800";"26,0";"31,8";"26,0";"54,0";"61,0";"34,0";"16,0";"18,4";"13,4";"948,5";"948,5";"947,6";"5,5";"264,0";"12,1";"875,30";"0,0"
"31/01/2024";"1900";"20,6";"26,0";"20,6";"75,0";"75,0";"54,0";"16,0";"16,7";"15,3";"948,9";"949,4";"948,3";"3,4";"325,0";"12,9";"139,80";"0,0"
"31/01/2024";"2000";"21,0";"21,5";"20,6";"78,0";"81,0";"71,0";"17,0";"17,5";"15,9";"949,6";"949,9";"948,8";"4,4";"126,0";"8,7";"37,90";"0,2"
"31/01/2024";"2100";"19,9";"20,9";"19,8";"90,0";"90,0";"78,0";"18,2";"18,2";"17,0";"950,9";"951,4";"949,6";"2,1";"133,0";"8,7";"33,20";"1,2"
"31/01/2024";"2200";"19,5";"19,9";"19,5";"92,0";"99,0";"90,0";"18,2";"19,6";"18,2";"950,8";"951,0";"950,2";"2,3";"122,0";"8,3";"20,20";"0,2"
"31/01/2024";"2300";"19,3";"19,5";"19,3";"90,0";"93,0";"90,0";"17,5";"18,3";"17,5";"951,4";"951,4";"950,1";"2,3";"132,0";"8,3";"";"0,0"
"01/02/2024";"0000";"19,2";"19,5";"19,0";"88,0";"90,0";"85,0";"17,1";"17,5";"16,9";"952,1";"952,3";"951,3";"2,2";"165,0";"7,4";"";"0,0"
"01/02/2024";"0100";"19,3";"19,4";"18,9";"86,0";"89,0";"86,0";"16,9";"17,1";"16,8";"952,3";"952,3";"951,9";"0,2";"197,0";"4,0";"";"0,0"
"01/02/2024";"0200";"19,3";"19,4";"18,9";"86,0";"88,0";"86,0";"16,9";"17,0";"16,6";"952,3";"952,5";"952,2";"1,2";"214,0";"1,8";"";"0,0"
"01/02/2024";"0300";"18,9";"19,4";"18,6";"88,0";"89,0";"86,0";"16,8";"17,1";"16,7";"951,9";"952,6";"951,9";"1,6";"195,0";"2,7";"";"0,0"
"01/02/2024";"0400";"18,6";"18,9";"18,0";"91,0";"94,0";"88,0";"17,1";"17,2";"16,4";"951,2";"952,1";"951,2";"1,3";"202,0";"3,3";"";"0,0"
"01/02/2024";"0500";"18,7";"19,2";"18,6";"89,0";"91,0";"86,0";"16,9";"17,1";"16,6";"950,5";"951,2";"950,5";"1,7";"181,0";"2,6";"";"0,0"
"01/02/2024";"0600";"17,6";"18,7";"17,6";"100,0";"100,0";"89,0";"17,6";"17,6";"16,6";"950,7";"950,7";"950,2";"1,8";"157,0";"3,8";"";"0,0"
"01/02/2024";"0700";"17,4";"17,6";"17,4";"";"";"";"";"";"";"950,9";"950,9";"950,5";"1,8";"158,0";"3,5";"";"0,0"
"01/02/2024";"0800";"17,2";"17,4";"17,2";"";"";"";"";"";"";"951,4";"951,4";"950,8";"1,8";"161,0";"3,5";"";"0,0"
"01/02/2024";"0900";"17,7";"17,7";"17,2";"";"";"";"";"";"";"952,4";"952,4";"951,3";"0,3";"192,0";"3,0";"54,30";"0,0"
"01/02/2024";"1000";"18,9";"19,3";"17,7";"92,0";"";"";"17,6";"";"";"952,7";"952,7";"952,2";"0,6";"202,0";"1,4";"553,50";"0,0"
"01/02/2024";"1100";"19,5";"19,5";"18,9";"89,0";"93,0";"89,0";"17,5";"18,1";"17,3";"953,1";"953,1";"952,7";"1,1";"211,0";"1,9";"617,30";"0,0"
"01/02/2024";"1200";"21,0";"21,2";"19,4";"83,0";"89,0";"81,0";"18,1";"18,5";"17,4";"953,4";"953,4";"953,1";"1,1";"198,0";"2,5";"917,40";"0,0"
"01/02/2024";"1300";"22,2";"22,4";"21,0";"79,0";"84,0";"78,0";"18,5";"18,8";"17,7";"953,6";"953,7";"953,4";"0,8";"199,0";"2,7";"1360,80";"0,0"
"01/02/2024";"1400";"24,3";"24,5";"22,2";"68,0";"81,0";"67,0";"18,0";"19,2";"17,6";"952,9";"953,6";"952,9";"1,2";"184,0";"2,7";"2108,90";"0,0"
"01/02/2024";"1500";"26,1";"26,4";"24,3";"60,0";"70,0";"59,0";"17,7";"19,0";"17,2";"952,5";"952,9";"952,5";"0,7";"188,0";"4,1";"2436,10";"0,0"
"01/02/2024";"1600";"27,9";"27,9";"26,0";"55,0";"65,0";"54,0";"18,1";"19,5";"17,2";"952,2";"952,5";"952,2";"0,8";"205,0";"3,5";"3099,90";"0,0"
"01/02/2024";"1700";"28,5";"29,2";"27,8";"50,0";"57,0";"47,0";"17,2";"19,3";"16,2";"951,6";"952,2";"951,6";"2,0";"135,0";"4,0";"3525,20";"0,0"
"01/02/2024";"1800";"30,0";"30,0";"28,6";"42,0";"53,0";"41,0";"15,8";"18,1";"15,0";"950,6";"951,6";"950,6";"2,0";"151,0";"5,0";"2658,30";"0,0"
"01/02/2024";"1900";"30,1";"30,4";"29,5";"42,0";"43,0";"36,0";"15,9";"15,9";"13,2";"949,9";"950,6";"949,9";"3,0";"147,0";"6,8";"2560,90";"0,0"
"01/02/2024";"2000";"27,0";"30,3";"26,9";"55,0";"55,0";"34,0";"17,2";"17,7";"12,7";"950,4";"950,4";"949,7";"8,1";"140,0";"13,1";"1539,00";"0,0"
"01/02/2024";"2100";"25,6";"27,0";"25,6";"55,0";"55,0";"51,0";"15,8";"17,1";"15,4";"950,8";"950,8";"950,2";"5,5";"130,0";"13,1";"732,00";"0,0"
"01/02/2024";"2200";"24,0";"25,6";"24,0";"62,0";"62,0";"55,0";"16,4";"16,4";"15,9";"951,4";"951,5";"950,7";"4,0";"129,0";"10,8";"72,70";"0,0"
"01/02/2024";"2300";"23,2";"24,0";"23,1";"70,0";"70,0";"62,0";"17,4";"17,4";"16,4";"951,8";"951,8";"951,4";"3,4";"136,0";"8,1";"";"0,0"
